CID,f_activity,FormalCharge,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP,qvina,rfscore_qvina,plants,rfscore_plants
CHR-SOS-7098f804-14,1,0,3,2,1,41.99,133.14483213750165,4.654300000000003,-6.8,5.673227140581641,-68.2102,6.782058759074256
CHR-SOS-7098f804-21,0,0,2,2,1,41.99,108.39100415831928,3.6407000000000016,-6.4,5.793003591963598,-71.2084,6.286241166722168
GIA-UNK-eaadd1d4-1,0,0,2,3,0,49.85000000000001,130.39036084080237,1.3976000000000002,-7.6,6.492315536796531,-70.7923,6.349160248917742
GIA-UNK-eaadd1d4-3,0,0,3,4,0,66.92,136.6246725187771,0.9461000000000004,-7.1,6.4796188606948615,-65.9782,6.469105087912091
TRI-UNI-97428359-1,0,0,6,4,2,60.50000000000001,148.40276487581775,1.7029999999999992,-7.5,7.031347095238098,-85.6626,6.992446491341988
CHR-SOS-f7373dd1-4,0,0,4,2,1,41.99,124.96829323740634,3.922200000000002,-6.3,6.3800421678321735,-77.57300000000002,6.6612281230991215
ANN-UNI-26382800-3,0,0,2,3,2,77.81,104.0918556840293,2.5972800000000005,-5.7,5.647054480519477,-55.0764,5.6084567712842786
ANN-UNI-26382800-5,0,0,3,3,1,65.78,104.90693561481785,2.13448,-6.7,6.772464861305361,-75.977,6.344391371017879
ANN-UNI-26382800-6,0,0,3,3,2,74.15,116.35069504698627,3.2108800000000004,-6.2,6.720701054667552,-52.9175,6.013149000721503
DUN-NEW-f8ce3686-13,0,0,5,4,1,63.57000000000001,140.92207483268447,1.1787000000000003,-7.4,6.865776459928956,-84.3591,6.842130696914199
DUN-NEW-f8ce3686-22,1,0,3,3,0,57.69000000000001,123.72539832649127,1.0703,-6.0,6.0467678799533795,-74.6248,6.406260467254969
DUN-NEW-f8ce3686-23,1,0,7,5,2,88.16,159.81523015279726,2.994600000000002,-7.3,7.121479096570098,-79.6662,7.0993488812298855
DUN-NEW-f8ce3686-24,1,0,6,3,2,68.44,158.0266001280639,1.7295,-7.3,7.258346906371402,-85.1694,6.8915347806637826
DUN-NEW-f8ce3686-25,0,0,7,3,0,57.69000000000001,149.18516678407772,1.9680999999999995,-7.0,6.870796839160845,-84.7366,6.8124879519369514
AGN-NEW-891393a6-1,1,0,3,4,1,60.45,114.67977050484795,3.3545000000000016,-6.3,5.850186069264067,-73.1647,6.50427102131202
MIH-UNI-6b9ca91a-5,0,0,3,3,2,56.05,99.955057171627,2.8759799999999998,-7.1,6.386914807248303,-77.3781,6.566792986346981
AGN-NEW-c7b24fe3-5,0,0,3,2,1,41.99,116.18178966648671,2.8975000000000013,-6.7,6.127994217671215,-77.3813,6.423068410422911
PAT-GYR-359dbb24-1,0,0,2,2,1,41.57000000000001,106.92909745636193,1.2097,-6.8,5.376986950105453,-74.7142,6.484128597458098
ANT-LOU-17aa1493-2,0,0,8,8,2,113.58,173.5120741850788,2.3153999999999995,-5.8,5.914399715839718,-70.7104,6.212295170607165
KIM-UNI-2ee5d8f9-1,0,0,2,3,1,43.78,111.75885618627218,1.7097,-6.3,6.338827166278162,-74.6188,6.4347740154845114
ANT-STE-dbb91f63-1,0,0,5,6,0,63.49,145.29553899035582,1.1588999999999996,-7.1,6.785020259795762,-77.3139,7.079330149017642
JOR-UNI-2fc98d0b-6,0,0,5,4,1,57.7,151.9047720342016,3.105700000000001,-7.3,7.251850178488178,-78.71,7.14742703829504
JOR-UNI-2fc98d0b-12,1,0,5,2,1,45.23,153.7612773632846,5.7439000000000044,-7.7,6.780095595238099,-83.9367,6.8594241919191905
ADA-UNI-f8e79267-5,0,0,6,3,2,54.02,118.7941023457504,2.4134,-5.9,6.818861379620388,-79.7366,6.823287871017872
PAT-UNK-b2d83456-1,0,0,2,3,0,47.34,107.41887800305985,1.22238,-6.7,6.822959316849817,-73.8708,6.8917380765900855
ANT-DIA-b7f58f21-2,0,0,4,3,2,66.4,83.63110129090595,0.4838999999999998,-5.5,5.295391715395723,-68.4681,5.472797288433789
ANT-DIA-b7f58f21-3,0,0,4,3,2,66.4,83.63110129090595,0.4838999999999996,-5.3,4.814521998445999,-64.8278,5.1933531823731816
TRY-UNI-1fd04853-5,0,0,4,2,2,57.78,126.70844711298031,3.0752000000000006,-7.4,6.8509928589743625,-85.1778,6.8189622490842545
TRY-UNI-1fd04853-7,0,0,4,2,2,57.78,126.70844711298031,3.0752000000000006,-7.3,6.247618504107004,-82.9482,6.725922688089688
TRY-UNI-1fd04853-8,0,0,4,3,2,81.57000000000002,127.16270268196396,2.2934800000000006,-7.3,7.037782836219336,-81.4459,7.049162903485412
TRY-UNI-1fd04853-9,0,0,4,3,2,70.67,125.92809509392679,2.4702,-7.2,7.007053739538248,-75.995,6.980331487623488
TRY-UNI-1fd04853-11,0,0,4,3,2,70.67,125.92809509392679,2.4702,-7.3,6.918452946164954,-79.059,7.043233430180941
TRY-UNI-1fd04853-12,0,0,4,4,2,94.46,126.38235066291044,1.68848,-7.3,7.222489762959268,-82.7553,7.220749793095794
TRY-UNI-714a760b-5,0,0,3,2,1,41.99,100.51435593334915,2.5712200000000003,-6.1,6.271971700077697,-74.5346,6.034709078643591
TRY-UNI-714a760b-6,1,0,3,2,1,41.99,110.81762216023078,3.2246200000000016,-6.4,6.3772530531690546,-68.7197,6.414522927572426
TRY-UNI-714a760b-12,1,0,2,2,2,54.02,110.00254222944227,3.687420000000001,-5.3,5.689922825396825,-44.5084,5.560251909812406
TRY-UNI-714a760b-16,0,0,3,2,1,41.99,109.00602537453214,3.5449200000000016,-6.1,6.360644730824734,-68.5129,6.369283479076478
TRY-UNI-714a760b-18,1,0,3,2,1,41.99,117.18256427462742,3.7856200000000015,-5.8,6.064690346597848,-66.2815,6.374983716561217
TRY-UNI-714a760b-20,1,0,3,3,1,65.78,111.27187772921448,2.4429000000000007,-6.8,6.781502936951936,-76.6817,6.921312402486406
TRY-UNI-714a760b-22,1,0,3,3,1,65.78,117.63681984361106,3.0039000000000016,-6.4,6.822023072039075,-66.7106,6.917609620490618
TRY-UNI-714a760b-24,0,0,2,3,2,77.81,110.45679779842592,2.9057000000000004,-5.6,5.84349677811078,-45.8667,6.43009789069264
WAR-XCH-eb7b662f-2,0,0,2,3,2,77.81,114.39512191091094,3.25068,-5.9,6.278664760794761,-57.3772,5.760060563825066
WAR-XCH-eb7b662f-4,0,0,2,3,3,74.25,108.43183386724165,3.0846,-6.7,6.039672379620384,-66.9633,6.0470579567099545
WAR-XCH-eb7b662f-5,0,0,2,2,2,54.02,110.00254222944223,3.687420000000001,-5.4,5.916867325008326,-56.618,5.609541283549782
DAR-DIA-842b4336-3,0,0,2,3,2,54.02,97.33963927297206,3.0955200000000005,-5.2,5.574963566766577,-60.5381,6.035633055888566
DAR-DIA-842b4336-4,0,0,2,3,2,54.02,101.27796338545713,3.440500000000001,-6.2,5.742400943778446,-72.5664,6.278891093129094
DAR-DIA-842b4336-7,0,0,2,4,2,80.05,91.71325324758386,2.0220199999999995,-6.0,5.662360566322574,-62.9061,5.673959808080814
DAR-DIA-842b4336-13,0,0,3,3,1,41.99,102.09304331624568,2.9777000000000005,-5.9,6.208389474414476,-72.0692,6.147167772061271
DAR-DIA-842b4336-18,0,0,3,3,2,57.78,114.04554415651009,3.1140200000000013,-6.4,5.936615176212674,-73.2059,6.2141968689088705
DAR-DIA-23aa0b97-1,0,0,3,3,2,81.57000000000002,120.79776056756735,2.61578,-7.4,7.004507913863917,-75.7268,7.090294814407812
DAR-DIA-23aa0b97-2,0,0,3,4,2,94.46,120.01740854851386,2.01078,-7.1,7.112245896880897,-73.7941,7.205598551559553
DAR-DIA-23aa0b97-5,0,0,2,3,2,77.81,104.0918556840293,2.59728,-5.7,6.265916460761469,-54.1548,5.764970317460321
DAR-DIA-23aa0b97-8,1,0,2,4,3,103.83,109.431746381042,2.17948,-6.1,6.037732196803201,-57.9693,5.174759938727941
DAR-DIA-23aa0b97-11,0,0,2,3,3,93.6,119.9826806367788,3.0785800000000005,-6.9,6.628145952103457,-62.6595,7.1137709776334805
DAR-DIA-23aa0b97-12,0,0,3,2,2,57.78,120.34350499858371,3.3975000000000013,-7.1,6.8826970319680365,-82.3438,6.829521233211235
DAR-DIA-23aa0b97-13,0,0,2,3,3,80.03999999999998,108.97749081205838,2.9612000000000007,-5.7,5.9352386128871135,-56.5917,5.676097200965701
DAR-DIA-23aa0b97-14,0,0,2,2,2,54.02,103.63760011504564,3.3790000000000013,-6.3,5.547126531746036,-63.8572,6.264376728771228
DAR-DIA-23aa0b97-15,0,0,2,3,2,66.91,102.85724809599212,2.7739999999999996,-6.2,5.479309992396495,-62.0836,5.861191899489406
DAR-DIA-23aa0b97-17,0,0,3,4,1,78.67,104.12658359576434,1.5294799999999995,-6.5,6.595699367965367,-74.1667,7.054005727328226
DAR-DIA-23aa0b97-19,1,0,3,3,1,65.78,127.58860014655303,3.2876800000000017,-6.6,6.733869505050508,-79.4982,6.85239687229437
DAR-DIA-23aa0b97-20,1,0,3,2,1,41.99,116.83107835068778,3.4160000000000013,-7.0,6.307345873404374,-77.361,6.383953595959602
ANT-DIA-3c79be55-4,0,0,4,5,1,89.27,109.93408357921257,1.4715,-6.3,5.81000171683872,-71.5816,6.3859361112221125
