id,pose,qvina
FRA-BIO-8bf1eac9-12,8,-8.0
FRA-BIO-8bf1eac9-12,9,-7.9
FRA-BIO-8bf1eac9-12,10,-7.8
RAI-NOV-2f6a9876-5,1,-7.9
RAI-NOV-2f6a9876-5,2,-7.6
RAI-NOV-2f6a9876-5,3,-7.4
RAI-NOV-2f6a9876-5,4,-7.4
RAI-NOV-2f6a9876-5,5,-7.3
RAI-NOV-2f6a9876-5,6,-7.2
RAI-NOV-2f6a9876-5,7,-7.1
RAI-NOV-2f6a9876-5,8,-7.0
RAI-NOV-2f6a9876-5,9,-6.8
RAI-NOV-2f6a9876-5,10,-6.8
LON-WEI-ff7b210a-2,1,-8.1
LON-WEI-ff7b210a-2,2,-7.9
LON-WEI-ff7b210a-2,3,-7.9
LON-WEI-ff7b210a-2,4,-7.8
LON-WEI-ff7b210a-2,5,-7.6
LON-WEI-ff7b210a-2,6,-7.6
LON-WEI-ff7b210a-2,7,-7.4
LON-WEI-ff7b210a-2,8,-7.3
LON-WEI-ff7b210a-2,9,-7.2
LON-WEI-ff7b210a-2,10,-7.2
LON-WEI-adc59df6-66,1,-6.5
LON-WEI-adc59df6-66,2,-6.4
LON-WEI-adc59df6-66,3,-6.3
LON-WEI-adc59df6-66,4,-6.1
LON-WEI-adc59df6-66,5,-6.0
LON-WEI-adc59df6-66,6,-6.0
LON-WEI-adc59df6-66,7,-6.0
LON-WEI-adc59df6-66,8,-5.9
LON-WEI-adc59df6-66,9,-5.8
LON-WEI-adc59df6-66,10,-5.8
LON-WEI-adc59df6-58,1,-5.9
LON-WEI-adc59df6-58,2,-5.9
LON-WEI-adc59df6-58,3,-5.8
LON-WEI-adc59df6-58,4,-5.7
LON-WEI-adc59df6-58,5,-5.6
LON-WEI-adc59df6-58,6,-5.6
LON-WEI-adc59df6-58,7,-5.6
LON-WEI-adc59df6-58,8,-5.6
LON-WEI-adc59df6-58,9,-5.5
LON-WEI-adc59df6-58,10,-5.5
ALP-POS-95b75b4d-1,1,-6.4
ALP-POS-95b75b4d-1,2,-6.4
ALP-POS-95b75b4d-1,3,-6.3
ALP-POS-95b75b4d-1,4,-6.2
ALP-POS-95b75b4d-1,5,-6.2
ALP-POS-95b75b4d-1,6,-6.2
ALP-POS-95b75b4d-1,7,-6.1
ALP-POS-95b75b4d-1,8,-6.1
ALP-POS-95b75b4d-1,9,-6.1
ALP-POS-95b75b4d-1,10,-6.0
LON-WEI-adc59df6-96,1,-6.4
LON-WEI-adc59df6-96,2,-6.3
LON-WEI-adc59df6-96,3,-6.1
LON-WEI-adc59df6-96,4,-5.9
LON-WEI-adc59df6-96,5,-5.8
LON-WEI-adc59df6-96,6,-5.7
LON-WEI-adc59df6-96,7,-5.7
LON-WEI-adc59df6-96,8,-5.7
LON-WEI-adc59df6-96,9,-5.6
LON-WEI-adc59df6-96,10,-5.6
JOH-UNI-9b01dc72-1,1,-7.2
JOH-UNI-9b01dc72-1,2,-7.2
JOH-UNI-9b01dc72-1,3,-6.9
JOH-UNI-9b01dc72-1,4,-6.8
JOH-UNI-9b01dc72-1,5,-6.8
JOH-UNI-9b01dc72-1,6,-6.6
JOH-UNI-9b01dc72-1,7,-6.5
JOH-UNI-9b01dc72-1,8,-6.4
JOH-UNI-9b01dc72-1,9,-6.4
JOH-UNI-9b01dc72-1,10,-6.3
DAR-DIA-eace69ff-36,1,-5.4
DAR-DIA-eace69ff-36,2,-5.2
DAR-DIA-eace69ff-36,3,-4.9
DAR-DIA-eace69ff-36,4,-4.9
DAR-DIA-eace69ff-36,5,-4.8
DAR-DIA-eace69ff-36,6,-4.8
DAR-DIA-eace69ff-36,7,-4.8
DAR-DIA-eace69ff-36,8,-4.7
DAR-DIA-eace69ff-36,9,-4.7
DAR-DIA-eace69ff-36,10,-4.7
LON-WEI-1908424e-6,1,-6.1
LON-WEI-1908424e-6,2,-6.1
LON-WEI-1908424e-6,3,-6.1
LON-WEI-1908424e-6,4,-6.0
LON-WEI-1908424e-6,5,-5.9
LON-WEI-1908424e-6,6,-5.9
LON-WEI-1908424e-6,7,-5.9
LON-WEI-1908424e-6,8,-5.7
LON-WEI-1908424e-6,9,-5.7
LON-WEI-1908424e-6,10,-5.7
JOH-UNI-c7afdb96-12,1,-5.4
JOH-UNI-c7afdb96-12,2,-5.4
JOH-UNI-c7afdb96-12,3,-5.3
JOH-UNI-c7afdb96-12,4,-5.3
JOH-UNI-c7afdb96-12,5,-5.2
JOH-UNI-c7afdb96-12,6,-5.2
JOH-UNI-c7afdb96-12,7,-5.2
JOH-UNI-c7afdb96-12,8,-5.2
JOH-UNI-c7afdb96-12,9,-5.1
JOH-UNI-c7afdb96-12,10,-5.1
MAT-POS-590ac91e-54,1,-7.7
MAT-POS-590ac91e-54,2,-7.7
MAT-POS-590ac91e-54,3,-7.6
MAT-POS-590ac91e-54,4,-7.5
MAT-POS-590ac91e-54,5,-7.4
MAT-POS-590ac91e-54,6,-7.3
MAT-POS-590ac91e-54,7,-7.2
MAT-POS-590ac91e-54,8,-7.1
MAT-POS-590ac91e-54,9,-7.1
MAT-POS-590ac91e-54,10,-7.1
BEN-DND-7e92b6ca-11,1,-7.5
BEN-DND-7e92b6ca-11,2,-7.3
BEN-DND-7e92b6ca-11,3,-7.3
BEN-DND-7e92b6ca-11,4,-7.3
BEN-DND-7e92b6ca-11,5,-7.1
BEN-DND-7e92b6ca-11,6,-7.1
BEN-DND-7e92b6ca-11,7,-7.0
BEN-DND-7e92b6ca-11,8,-6.9
BEN-DND-7e92b6ca-11,9,-6.9
BEN-DND-7e92b6ca-11,10,-6.9
BAR-COM-4e090d3a-54,1,-7.5
BAR-COM-4e090d3a-54,2,-7.4
BAR-COM-4e090d3a-54,3,-7.2
BAR-COM-4e090d3a-54,4,-7.2
BAR-COM-4e090d3a-54,5,-7.1
BAR-COM-4e090d3a-54,6,-7.1
BAR-COM-4e090d3a-54,7,-7.0
BAR-COM-4e090d3a-54,8,-6.8
BAR-COM-4e090d3a-54,9,-6.8
BAR-COM-4e090d3a-54,10,-6.8
MAK-UNK-4c6b313a-1,1,-5.9
MAK-UNK-4c6b313a-1,2,-5.6
MAK-UNK-4c6b313a-1,3,-5.5
MAK-UNK-4c6b313a-1,4,-5.4
MAK-UNK-4c6b313a-1,5,-5.4
MAK-UNK-4c6b313a-1,6,-5.3
MAK-UNK-4c6b313a-1,7,-5.3
MAK-UNK-4c6b313a-1,8,-5.3
MAK-UNK-4c6b313a-1,9,-5.3
MAK-UNK-4c6b313a-1,10,-5.2
COM-UCB-8c7d23dc-13,1,-7.5
COM-UCB-8c7d23dc-13,2,-7.4
COM-UCB-8c7d23dc-13,3,-7.3
COM-UCB-8c7d23dc-13,4,-7.1
COM-UCB-8c7d23dc-13,5,-7.0
COM-UCB-8c7d23dc-13,6,-7.0
COM-UCB-8c7d23dc-13,7,-6.9
COM-UCB-8c7d23dc-13,8,-6.8
COM-UCB-8c7d23dc-13,9,-6.8
COM-UCB-8c7d23dc-13,10,-6.7
BAR-COM-4e090d3a-4,1,-7.2
BAR-COM-4e090d3a-4,2,-7.1
BAR-COM-4e090d3a-4,3,-6.9
BAR-COM-4e090d3a-4,4,-6.9
BAR-COM-4e090d3a-4,5,-6.8
BAR-COM-4e090d3a-4,6,-6.7
BAR-COM-4e090d3a-4,7,-6.6
BAR-COM-4e090d3a-4,8,-6.6
BAR-COM-4e090d3a-4,9,-6.5
BAR-COM-4e090d3a-4,10,-6.5
BAR-COM-4e090d3a-45,1,-7.0
BAR-COM-4e090d3a-45,2,-6.9
BAR-COM-4e090d3a-45,3,-6.9
BAR-COM-4e090d3a-45,4,-6.6
BAR-COM-4e090d3a-45,5,-6.5
BAR-COM-4e090d3a-45,6,-6.5
BAR-COM-4e090d3a-45,7,-6.4
BAR-COM-4e090d3a-45,8,-6.4
BAR-COM-4e090d3a-45,9,-6.3
BAR-COM-4e090d3a-45,10,-6.3
LON-WEI-babf2c61-5,1,-7.6
LON-WEI-babf2c61-5,2,-7.6
LON-WEI-babf2c61-5,3,-7.4
LON-WEI-babf2c61-5,4,-7.4
LON-WEI-babf2c61-5,5,-7.3
LON-WEI-babf2c61-5,6,-7.3
LON-WEI-babf2c61-5,7,-7.0
LON-WEI-babf2c61-5,8,-6.9
LON-WEI-babf2c61-5,9,-6.8
LON-WEI-babf2c61-5,10,-6.8
ERI-UCB-5b47150d-2,1,-4.4
ERI-UCB-5b47150d-2,2,-4.3
ERI-UCB-5b47150d-2,3,-4.3
ERI-UCB-5b47150d-2,4,-4.3
ERI-UCB-5b47150d-2,5,-4.3
ERI-UCB-5b47150d-2,6,-4.2
ERI-UCB-5b47150d-2,7,-4.2
ERI-UCB-5b47150d-2,8,-4.2
ERI-UCB-5b47150d-2,9,-4.2
ERI-UCB-5b47150d-2,10,-4.1
LON-WEI-b8d98729-12,1,-8.0
LON-WEI-b8d98729-12,2,-7.8
LON-WEI-b8d98729-12,3,-7.8
LON-WEI-b8d98729-12,4,-7.8
LON-WEI-b8d98729-12,5,-7.7
LON-WEI-b8d98729-12,6,-7.7
LON-WEI-b8d98729-12,7,-7.5
LON-WEI-b8d98729-12,8,-7.5
LON-WEI-b8d98729-12,9,-7.4
LON-WEI-b8d98729-12,10,-7.4
CHR-SOS-7098f804-12,1,-6.3
CHR-SOS-7098f804-12,2,-6.3
CHR-SOS-7098f804-12,3,-6.2
CHR-SOS-7098f804-12,4,-6.2
CHR-SOS-7098f804-12,5,-6.0
CHR-SOS-7098f804-12,6,-5.9
CHR-SOS-7098f804-12,7,-5.9
CHR-SOS-7098f804-12,8,-5.8
CHR-SOS-7098f804-12,9,-5.8
CHR-SOS-7098f804-12,10,-5.7
BAR-COM-4e090d3a-39,1,-7.4
BAR-COM-4e090d3a-39,2,-7.3
BAR-COM-4e090d3a-39,3,-7.2
BAR-COM-4e090d3a-39,4,-7.0
BAR-COM-4e090d3a-39,5,-6.9
BAR-COM-4e090d3a-39,6,-6.9
BAR-COM-4e090d3a-39,7,-6.9
BAR-COM-4e090d3a-39,8,-6.8
BAR-COM-4e090d3a-39,9,-6.8
BAR-COM-4e090d3a-39,10,-6.8
LON-WEI-0a73fcb8-1,1,-6.1
LON-WEI-0a73fcb8-1,2,-5.8
LON-WEI-0a73fcb8-1,3,-5.8
LON-WEI-0a73fcb8-1,4,-5.8
LON-WEI-0a73fcb8-1,5,-5.8
LON-WEI-0a73fcb8-1,6,-5.7
LON-WEI-0a73fcb8-1,7,-5.6
LON-WEI-0a73fcb8-1,8,-5.6
LON-WEI-0a73fcb8-1,9,-5.6
LON-WEI-0a73fcb8-1,10,-5.6
EDG-MED-0da5ad92-14,1,-6.4
EDG-MED-0da5ad92-14,2,-6.4
EDG-MED-0da5ad92-14,3,-6.3
EDG-MED-0da5ad92-14,4,-6.3
EDG-MED-0da5ad92-14,5,-6.3
EDG-MED-0da5ad92-14,6,-6.1
EDG-MED-0da5ad92-14,7,-6.1
EDG-MED-0da5ad92-14,8,-6.1
EDG-MED-0da5ad92-14,9,-6.1
EDG-MED-0da5ad92-14,10,-6.0
JAN-GHE-5a013bed-4,1,-6.3
JAN-GHE-5a013bed-4,2,-6.2
JAN-GHE-5a013bed-4,3,-6.1
JAN-GHE-5a013bed-4,4,-6.0
JAN-GHE-5a013bed-4,5,-5.9
JAN-GHE-5a013bed-4,6,-5.9
JAN-GHE-5a013bed-4,7,-5.9
JAN-GHE-5a013bed-4,8,-5.9
JAN-GHE-5a013bed-4,9,-5.9
JAN-GHE-5a013bed-4,10,-5.8
LON-WEI-ff7b210a-8,1,-8.0
LON-WEI-ff7b210a-8,2,-8.0
LON-WEI-ff7b210a-8,3,-7.9
LON-WEI-ff7b210a-8,4,-7.8
LON-WEI-ff7b210a-8,5,-7.7
LON-WEI-ff7b210a-8,6,-7.6
LON-WEI-ff7b210a-8,7,-7.5
LON-WEI-ff7b210a-8,8,-7.5
LON-WEI-ff7b210a-8,9,-7.5
LON-WEI-ff7b210a-8,10,-7.4
REN-UFA-aaaed2d6-6,1,-7.3
REN-UFA-aaaed2d6-6,2,-7.2
REN-UFA-aaaed2d6-6,3,-7.2
REN-UFA-aaaed2d6-6,4,-7.2
REN-UFA-aaaed2d6-6,5,-7.1
REN-UFA-aaaed2d6-6,6,-7.1
REN-UFA-aaaed2d6-6,7,-7.0
REN-UFA-aaaed2d6-6,8,-7.0
REN-UFA-aaaed2d6-6,9,-6.7
REN-UFA-aaaed2d6-6,10,-6.6
LON-WEI-adc59df6-27,1,-6.1
LON-WEI-adc59df6-27,2,-5.8
LON-WEI-adc59df6-27,3,-5.6
LON-WEI-adc59df6-27,4,-5.6
LON-WEI-adc59df6-27,5,-5.4
LON-WEI-adc59df6-27,6,-5.3
LON-WEI-adc59df6-27,7,-5.3
LON-WEI-adc59df6-27,8,-5.3
LON-WEI-adc59df6-27,9,-5.3
LON-WEI-adc59df6-27,10,-5.3
MAT-POS-968e8d9c-1,1,-6.3
MAT-POS-968e8d9c-1,2,-6.2
MAT-POS-968e8d9c-1,3,-6.2
MAT-POS-968e8d9c-1,4,-6.1
MAT-POS-968e8d9c-1,5,-6.1
MAT-POS-968e8d9c-1,6,-6.0
MAT-POS-968e8d9c-1,7,-5.9
MAT-POS-968e8d9c-1,8,-5.9
MAT-POS-968e8d9c-1,9,-5.9
MAT-POS-968e8d9c-1,10,-5.9
BEN-DND-93268d01-7,1,-6.4
BEN-DND-93268d01-7,2,-6.2
BEN-DND-93268d01-7,3,-6.1
BEN-DND-93268d01-7,4,-6.1
BEN-DND-93268d01-7,5,-6.1
BEN-DND-93268d01-7,6,-6.0
BEN-DND-93268d01-7,7,-6.0
BEN-DND-93268d01-7,8,-6.0
BEN-DND-93268d01-7,9,-5.9
BEN-DND-93268d01-7,10,-5.9
ANT-OPE-d972fbad-1,1,-6.3
ANT-OPE-d972fbad-1,2,-5.9
ANT-OPE-d972fbad-1,3,-5.8
ANT-OPE-d972fbad-1,4,-5.8
ANT-OPE-d972fbad-1,5,-5.8
ANT-OPE-d972fbad-1,6,-5.8
ANT-OPE-d972fbad-1,7,-5.8
ANT-OPE-d972fbad-1,8,-5.8
ANT-OPE-d972fbad-1,9,-5.7
ANT-OPE-d972fbad-1,10,-5.7
BEN-DND-7e92b6ca-8,1,-7.2
BEN-DND-7e92b6ca-8,2,-7.2
BEN-DND-7e92b6ca-8,3,-7.2
BEN-DND-7e92b6ca-8,4,-7.2
BEN-DND-7e92b6ca-8,5,-7.1
BEN-DND-7e92b6ca-8,6,-7.1
BEN-DND-7e92b6ca-8,7,-7.1
BEN-DND-7e92b6ca-8,8,-7.0
BEN-DND-7e92b6ca-8,9,-7.0
BEN-DND-7e92b6ca-8,10,-7.0
GAB-FAC-880f6604-1,1,-7.5
GAB-FAC-880f6604-1,2,-7.4
GAB-FAC-880f6604-1,3,-7.4
GAB-FAC-880f6604-1,4,-7.2
GAB-FAC-880f6604-1,5,-7.1
GAB-FAC-880f6604-1,6,-7.1
GAB-FAC-880f6604-1,7,-7.1
GAB-FAC-880f6604-1,8,-7.1
GAB-FAC-880f6604-1,9,-7.0
GAB-FAC-880f6604-1,10,-7.0
WAR-XCH-b72a1bbc-48,1,-6.3
WAR-XCH-b72a1bbc-48,2,-5.9
WAR-XCH-b72a1bbc-48,3,-5.9
WAR-XCH-b72a1bbc-48,4,-5.8
WAR-XCH-b72a1bbc-48,5,-5.8
WAR-XCH-b72a1bbc-48,6,-5.7
WAR-XCH-b72a1bbc-48,7,-5.7
WAR-XCH-b72a1bbc-48,8,-5.6
WAR-XCH-b72a1bbc-48,9,-5.6
WAR-XCH-b72a1bbc-48,10,-5.6
JAG-UCB-a3ef7265-24,1,-7.6
JAG-UCB-a3ef7265-24,2,-7.1
JAG-UCB-a3ef7265-24,3,-6.7
JAG-UCB-a3ef7265-24,4,-6.7
JAG-UCB-a3ef7265-24,5,-6.5
JAG-UCB-a3ef7265-24,6,-6.5
JAG-UCB-a3ef7265-24,7,-6.5
JAG-UCB-a3ef7265-24,8,-6.4
JAG-UCB-a3ef7265-24,9,-6.4
JAG-UCB-a3ef7265-24,10,-6.4
JAG-UCB-ef2c0e8e-9,1,-6.7
JAG-UCB-ef2c0e8e-9,2,-6.6
JAG-UCB-ef2c0e8e-9,3,-6.5
JAG-UCB-ef2c0e8e-9,4,-6.4
JAG-UCB-ef2c0e8e-9,5,-6.2
JAG-UCB-ef2c0e8e-9,6,-6.2
JAG-UCB-ef2c0e8e-9,7,-6.1
JAG-UCB-ef2c0e8e-9,8,-6.1
JAG-UCB-ef2c0e8e-9,9,-6.1
JAG-UCB-ef2c0e8e-9,10,-6.0
LON-WEI-0a73fcb8-6,1,-5.9
LON-WEI-0a73fcb8-6,2,-5.9
LON-WEI-0a73fcb8-6,3,-5.9
LON-WEI-0a73fcb8-6,4,-5.9
LON-WEI-0a73fcb8-6,5,-5.8
LON-WEI-0a73fcb8-6,6,-5.8
LON-WEI-0a73fcb8-6,7,-5.7
LON-WEI-0a73fcb8-6,8,-5.6
LON-WEI-0a73fcb8-6,9,-5.6
LON-WEI-0a73fcb8-6,10,-5.6
LON-WEI-b8d98729-8,1,-6.9
LON-WEI-b8d98729-8,2,-6.8
LON-WEI-b8d98729-8,3,-6.7
LON-WEI-b8d98729-8,4,-6.6
LON-WEI-b8d98729-8,5,-6.6
LON-WEI-b8d98729-8,6,-6.6
LON-WEI-b8d98729-8,7,-6.4
LON-WEI-b8d98729-8,8,-6.4
LON-WEI-b8d98729-8,9,-6.4
LON-WEI-b8d98729-8,10,-6.3
LON-WEI-adc59df6-21,1,-6.0
LON-WEI-adc59df6-21,2,-5.8
LON-WEI-adc59df6-21,3,-5.7
LON-WEI-adc59df6-21,4,-5.7
LON-WEI-adc59df6-21,5,-5.5
LON-WEI-adc59df6-21,6,-5.5
LON-WEI-adc59df6-21,7,-5.4
LON-WEI-adc59df6-21,8,-5.4
LON-WEI-adc59df6-21,9,-5.3
LON-WEI-adc59df6-21,10,-5.3
ALP-POS-95b75b4d-2,1,-6.1
ALP-POS-95b75b4d-2,2,-6.1
ALP-POS-95b75b4d-2,3,-6.0
ALP-POS-95b75b4d-2,4,-5.9
ALP-POS-95b75b4d-2,5,-5.9
ALP-POS-95b75b4d-2,6,-5.8
ALP-POS-95b75b4d-2,7,-5.7
ALP-POS-95b75b4d-2,8,-5.7
ALP-POS-95b75b4d-2,9,-5.7
ALP-POS-95b75b4d-2,10,-5.6
LON-WEI-adc59df6-92,1,-6.4
LON-WEI-adc59df6-92,2,-6.1
LON-WEI-adc59df6-92,3,-6.0
LON-WEI-adc59df6-92,4,-5.8
LON-WEI-adc59df6-92,5,-5.8
LON-WEI-adc59df6-92,6,-5.7
LON-WEI-adc59df6-92,7,-5.7
LON-WEI-adc59df6-92,8,-5.6
LON-WEI-adc59df6-92,9,-5.6
LON-WEI-adc59df6-92,10,-5.6
MED-COV-4280ac29-5,1,-8.6
MED-COV-4280ac29-5,2,-8.2
MED-COV-4280ac29-5,3,-8.1
MED-COV-4280ac29-5,4,-8.1
MED-COV-4280ac29-5,5,-7.9
MED-COV-4280ac29-5,6,-7.8
MED-COV-4280ac29-5,7,-7.8
MED-COV-4280ac29-5,8,-7.7
MED-COV-4280ac29-5,9,-7.7
MED-COV-4280ac29-5,10,-7.7
BEN-DND-7e92b6ca-5,1,-7.4
BEN-DND-7e92b6ca-5,2,-7.4
BEN-DND-7e92b6ca-5,3,-7.4
BEN-DND-7e92b6ca-5,4,-7.4
BEN-DND-7e92b6ca-5,5,-7.2
BEN-DND-7e92b6ca-5,6,-7.2
BEN-DND-7e92b6ca-5,7,-7.2
BEN-DND-7e92b6ca-5,8,-7.2
BEN-DND-7e92b6ca-5,9,-7.1
BEN-DND-7e92b6ca-5,10,-7.1
GIA-UNK-3f36037a-6,1,-6.6
GIA-UNK-3f36037a-6,2,-6.6
GIA-UNK-3f36037a-6,3,-6.5
GIA-UNK-3f36037a-6,4,-6.5
GIA-UNK-3f36037a-6,5,-6.4
GIA-UNK-3f36037a-6,6,-6.3
GIA-UNK-3f36037a-6,7,-6.2
GIA-UNK-3f36037a-6,8,-6.1
GIA-UNK-3f36037a-6,9,-6.1
GIA-UNK-3f36037a-6,10,-6.1
BAR-COM-4e090d3a-63,1,-7.2
BAR-COM-4e090d3a-63,2,-7.0
BAR-COM-4e090d3a-63,3,-7.0
BAR-COM-4e090d3a-63,4,-7.0
BAR-COM-4e090d3a-63,5,-6.9
BAR-COM-4e090d3a-63,6,-6.9
BAR-COM-4e090d3a-63,7,-6.8
BAR-COM-4e090d3a-63,8,-6.8
BAR-COM-4e090d3a-63,9,-6.7
BAR-COM-4e090d3a-63,10,-6.7
MAT-POS-590ac91e-21,1,-5.9
MAT-POS-590ac91e-21,2,-5.9
MAT-POS-590ac91e-21,3,-5.8
MAT-POS-590ac91e-21,4,-5.7
MAT-POS-590ac91e-21,5,-5.6
MAT-POS-590ac91e-21,6,-5.6
MAT-POS-590ac91e-21,7,-5.5
MAT-POS-590ac91e-21,8,-5.5
MAT-POS-590ac91e-21,9,-5.5
MAT-POS-590ac91e-21,10,-5.5
LON-WEI-b8d98729-21,1,-6.8
LON-WEI-b8d98729-21,2,-6.6
LON-WEI-b8d98729-21,3,-6.5
LON-WEI-b8d98729-21,4,-6.4
LON-WEI-b8d98729-21,5,-6.3
LON-WEI-b8d98729-21,6,-6.3
LON-WEI-b8d98729-21,7,-6.2
LON-WEI-b8d98729-21,8,-6.2
LON-WEI-b8d98729-21,9,-6.2
LON-WEI-b8d98729-21,10,-6.2
ADA-UCB-6c2cb422-3,1,-6.8
ADA-UCB-6c2cb422-3,2,-6.7
ADA-UCB-6c2cb422-3,3,-6.6
ADA-UCB-6c2cb422-3,4,-6.6
ADA-UCB-6c2cb422-3,5,-6.6
ADA-UCB-6c2cb422-3,6,-6.5
ADA-UCB-6c2cb422-3,7,-6.5
ADA-UCB-6c2cb422-3,8,-6.4
ADA-UCB-6c2cb422-3,9,-6.4
ADA-UCB-6c2cb422-3,10,-6.3
ALP-POS-c59291d4-6,1,-6.4
ALP-POS-c59291d4-6,2,-6.3
ALP-POS-c59291d4-6,3,-6.3
ALP-POS-c59291d4-6,4,-6.3
ALP-POS-c59291d4-6,5,-6.1
ALP-POS-c59291d4-6,6,-6.1
ALP-POS-c59291d4-6,7,-6.1
ALP-POS-c59291d4-6,8,-5.9
ALP-POS-c59291d4-6,9,-5.8
ALP-POS-c59291d4-6,10,-5.8
JAN-GHE-5a013bed-2,1,-6.8
JAN-GHE-5a013bed-2,2,-6.8
JAN-GHE-5a013bed-2,3,-6.7
JAN-GHE-5a013bed-2,4,-6.7
JAN-GHE-5a013bed-2,5,-6.6
JAN-GHE-5a013bed-2,6,-6.5
JAN-GHE-5a013bed-2,7,-6.4
JAN-GHE-5a013bed-2,8,-6.4
JAN-GHE-5a013bed-2,9,-6.4
JAN-GHE-5a013bed-2,10,-6.3
TRY-UNI-2eddb1ff-3,1,-6.0
TRY-UNI-2eddb1ff-3,2,-5.8
TRY-UNI-2eddb1ff-3,3,-5.7
TRY-UNI-2eddb1ff-3,4,-5.7
TRY-UNI-2eddb1ff-3,5,-5.5
TRY-UNI-2eddb1ff-3,6,-5.4
TRY-UNI-2eddb1ff-3,7,-5.4
TRY-UNI-2eddb1ff-3,8,-5.4
TRY-UNI-2eddb1ff-3,9,-5.4
TRY-UNI-2eddb1ff-3,10,-5.3
COM-UCB-8c7d23dc-12,1,-7.8
COM-UCB-8c7d23dc-12,2,-7.8
COM-UCB-8c7d23dc-12,3,-7.5
COM-UCB-8c7d23dc-12,4,-7.3
COM-UCB-8c7d23dc-12,5,-7.3
COM-UCB-8c7d23dc-12,6,-7.3
COM-UCB-8c7d23dc-12,7,-7.2
COM-UCB-8c7d23dc-12,8,-7.2
COM-UCB-8c7d23dc-12,9,-7.2
COM-UCB-8c7d23dc-12,10,-7.1
LON-WEI-adc59df6-4,1,-7.3
LON-WEI-adc59df6-4,2,-7.1
LON-WEI-adc59df6-4,3,-7.1
LON-WEI-adc59df6-4,4,-6.7
LON-WEI-adc59df6-4,5,-6.7
LON-WEI-adc59df6-4,6,-6.7
LON-WEI-adc59df6-4,7,-6.7
LON-WEI-adc59df6-4,8,-6.6
LON-WEI-adc59df6-4,9,-6.6
LON-WEI-adc59df6-4,10,-6.6
DUN-NEW-d8381160-1,1,-7.3
DUN-NEW-d8381160-1,2,-7.2
DUN-NEW-d8381160-1,3,-7.1
DUN-NEW-d8381160-1,4,-7.0
DUN-NEW-d8381160-1,5,-6.9
DUN-NEW-d8381160-1,6,-6.8
DUN-NEW-d8381160-1,7,-6.7
DUN-NEW-d8381160-1,8,-6.7
DUN-NEW-d8381160-1,9,-6.6
DUN-NEW-d8381160-1,10,-6.6
RAL-MED-2de63afb-11,1,-6.3
RAL-MED-2de63afb-11,2,-6.2
RAL-MED-2de63afb-11,3,-6.1
RAL-MED-2de63afb-11,4,-6.0
RAL-MED-2de63afb-11,5,-6.0
RAL-MED-2de63afb-11,6,-6.0
RAL-MED-2de63afb-11,7,-5.9
RAL-MED-2de63afb-11,8,-5.8
RAL-MED-2de63afb-11,9,-5.8
RAL-MED-2de63afb-11,10,-5.8
TOB-UNK-c2aba166-1,1,-4.9
TOB-UNK-c2aba166-1,2,-4.8
TOB-UNK-c2aba166-1,3,-4.8
TOB-UNK-c2aba166-1,4,-4.7
TOB-UNK-c2aba166-1,5,-4.5
TOB-UNK-c2aba166-1,6,-4.5
TOB-UNK-c2aba166-1,7,-4.4
TOB-UNK-c2aba166-1,8,-4.4
TOB-UNK-c2aba166-1,9,-4.4
TOB-UNK-c2aba166-1,10,-4.4
LOR-NEU-c8f11034-4,1,-5.2
LOR-NEU-c8f11034-4,2,-5.2
LOR-NEU-c8f11034-4,3,-5.1
LOR-NEU-c8f11034-4,4,-5.1
LOR-NEU-c8f11034-4,5,-5.0
LOR-NEU-c8f11034-4,6,-5.0
LOR-NEU-c8f11034-4,7,-4.9
LOR-NEU-c8f11034-4,8,-4.9
LOR-NEU-c8f11034-4,9,-4.8
LOR-NEU-c8f11034-4,10,-4.7
JOH-UNI-c7afdb96-2,1,-7.0
JOH-UNI-c7afdb96-2,2,-6.7
JOH-UNI-c7afdb96-2,3,-6.7
JOH-UNI-c7afdb96-2,4,-6.7
JOH-UNI-c7afdb96-2,5,-6.4
JOH-UNI-c7afdb96-2,6,-6.4
JOH-UNI-c7afdb96-2,7,-6.3
JOH-UNI-c7afdb96-2,8,-6.3
JOH-UNI-c7afdb96-2,9,-6.3
JOH-UNI-c7afdb96-2,10,-6.3
LON-WEI-adc59df6-104,1,-6.9
LON-WEI-adc59df6-104,2,-6.0
LON-WEI-adc59df6-104,3,-5.8
LON-WEI-adc59df6-104,4,-5.7
LON-WEI-adc59df6-104,5,-5.6
LON-WEI-adc59df6-104,6,-5.6
LON-WEI-adc59df6-104,7,-5.6
LON-WEI-adc59df6-104,8,-5.6
LON-WEI-adc59df6-104,9,-5.6
LON-WEI-adc59df6-104,10,-5.5
EDJ-MED-e58735b6-3,1,-6.2
EDJ-MED-e58735b6-3,2,-6.1
EDJ-MED-e58735b6-3,3,-6.1
EDJ-MED-e58735b6-3,4,-6.0
EDJ-MED-e58735b6-3,5,-6.0
EDJ-MED-e58735b6-3,6,-5.9
EDJ-MED-e58735b6-3,7,-5.9
EDJ-MED-e58735b6-3,8,-5.9
EDJ-MED-e58735b6-3,9,-5.9
EDJ-MED-e58735b6-3,10,-5.9
BAR-COM-0f94fc3d-53,1,-7.8
BAR-COM-0f94fc3d-53,2,-7.8
BAR-COM-0f94fc3d-53,3,-7.8
BAR-COM-0f94fc3d-53,4,-7.6
BAR-COM-0f94fc3d-53,5,-7.4
BAR-COM-0f94fc3d-53,6,-7.3
